"NAME","P0040001","P0040003","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","H0040001","H0040002","H0040003","H0040004","H0050001","H0050002","H0050003","H0050004","H0050005","H0050006","H0050007","H0050008","P0120003","P0120004","P0120005","P0120006","P0120007","P0120008","P0120009","P0120010","P0120011","P0120012","P0120013","P0120014","P0120015","P0120016","P0120017","P0120018","P0120019","P0120020","P0120021","P0120022","P0120023","P0120024","P0120025","P0120027","P0120028","P0120029","P0120030","P0120031","state","county","tract","block.group","NAME.1","P0120032","P0120033","P0120034","P0120035","P0120036","P0120037","P0120038","P0120039","P0120040","P0120041","P0120042","P0120043","P0120044","P0120045","P0120046","P0120047","P0120048","P0120049","P0180001","P0180003","P0180005","P0180006","P0180008","P0180009","state.1","county.1","tract.1","block.group.1","TRACT_BLOC"
"Block Group 2",1056,232,748,39,1,20,0,1,15,352,250,79,23,6,1,0,4,0,1,0,0,41,38,53,34,14,6,5,23,39,38,40,36,45,37,34,8,14,5,13,19,11,4,0,28,31,35,26,10,"17","031","824701","2","Block Group 2",3,8,17,28,43,28,34,47,31,31,11,18,9,17,18,11,10,5,352,208,18,40,70,16,"17","031","824701","2","8247012"
"Block Group 3",900,217,566,94,4,4,0,0,15,307,153,59,95,26,8,0,8,2,0,0,8,30,31,27,19,16,11,9,20,38,33,29,35,34,21,32,7,12,6,7,8,9,6,3,25,33,37,21,10,"17","031","824701","3","Block Group 3",3,6,21,35,26,22,21,43,45,30,9,18,12,8,12,8,4,8,307,131,29,57,73,17,"17","031","824701","3","8247013"
"Block Group 1",1372,382,716,247,2,7,0,0,18,493,261,67,165,61,40,3,10,3,0,0,5,57,61,46,27,16,12,7,27,48,60,46,43,60,48,50,13,15,6,6,16,8,6,3,50,56,51,38,20,"17","031","824702","1","Block Group 1",7,13,31,60,52,41,47,62,43,40,10,9,8,9,15,12,8,9,493,213,34,68,145,33,"17","031","824702","1","8247021"
"Block Group 2",1778,455,660,625,0,21,0,4,13,547,256,68,223,62,30,8,5,1,0,0,18,74,87,84,35,35,14,9,24,69,55,62,57,62,61,65,18,19,6,8,14,9,8,9,66,76,73,41,20,"17","031","824702","2","Block Group 2",8,8,43,71,65,67,71,64,59,48,9,25,9,15,22,12,7,15,547,235,40,143,100,29,"17","031","824702","2","8247022"
"Block Group 3",2457,604,1736,66,4,17,0,3,27,849,595,196,58,18,5,0,5,1,0,0,7,85,77,82,51,36,14,24,38,89,100,88,89,96,77,69,28,40,16,29,29,25,13,11,94,100,85,45,32,"17","031","824702","3","Block Group 3",19,13,44,78,89,70,66,89,104,76,29,37,26,45,41,32,21,16,849,477,59,111,161,41,"17","031","824702","3","8247023"
"Block Group 1",1728,776,402,514,11,3,2,0,20,526,298,67,161,42,14,0,8,2,1,0,17,59,85,77,51,36,14,14,40,53,56,58,63,61,58,46,16,19,10,9,15,12,8,2,53,69,73,48,26,"17","031","824800","1","Block Group 1",17,9,35,57,52,75,71,67,62,52,14,11,12,16,24,11,6,6,526,261,42,111,81,31,"17","031","824800","1","8248001"
"Block Group 2",2141,1283,655,180,2,3,4,1,13,620,356,132,132,37,4,0,22,2,0,0,9,96,98,91,55,38,18,19,44,80,88,80,71,79,62,49,18,23,11,9,14,14,14,8,106,97,81,49,36,"17","031","824800","2","Block Group 2",13,13,36,73,81,79,74,65,68,60,13,15,8,9,22,22,24,18,620,347,54,83,108,28,"17","031","824800","2","8248002"
"Block Group 3",2036,1163,102,745,4,9,0,4,9,564,179,141,244,46,8,1,6,0,0,0,31,111,122,114,59,33,18,9,50,70,87,102,68,58,43,46,11,14,4,17,16,11,9,2,105,101,102,50,20,"17","031","824800","3","Block Group 3",8,17,37,55,90,84,47,53,42,44,16,19,9,17,18,13,9,6,564,270,69,123,77,25,"17","031","824800","3","8248003"
"Block Group 4",1851,888,533,394,0,14,0,4,18,552,368,81,103,35,14,0,6,2,0,0,13,77,111,84,56,28,13,16,37,65,56,94,65,53,50,46,16,22,5,20,7,9,3,6,72,73,78,57,31,"17","031","824800","4","Block Group 4",13,8,33,57,80,80,79,55,51,39,15,23,13,17,11,11,11,5,552,287,50,97,94,24,"17","031","824800","4","8248004"
"Block Group 1",1305,177,152,953,0,2,0,4,17,427,267,66,94,50,6,0,14,2,1,0,27,45,46,49,43,26,8,8,19,33,45,43,41,37,55,35,13,18,9,10,10,7,6,6,36,48,50,33,24,"17","031","824900","1","Block Group 1",11,9,25,34,45,55,43,47,51,48,21,18,10,17,16,16,21,15,427,164,41,117,85,20,"17","031","824900","1","8249001"
"Block Group 2",1774,263,437,1037,1,15,1,2,18,564,363,87,114,45,11,7,13,0,0,0,14,54,72,63,59,35,16,14,43,46,49,67,59,61,68,40,13,26,8,19,15,14,7,5,50,62,93,49,21,"17","031","824900","2","Block Group 2",13,16,34,44,71,53,74,75,48,55,32,27,15,19,33,14,14,9,564,257,43,143,96,25,"17","031","824900","2","8249002"
"Block Group 1",2086,413,1354,119,3,172,0,4,21,769,403,120,246,42,25,0,10,0,1,0,6,70,66,95,54,27,9,10,42,92,92,79,85,84,85,58,28,30,10,14,15,12,7,8,74,59,58,50,34,"17","031","825000","1","Block Group 1",16,9,32,87,56,80,72,93,86,72,21,24,7,27,15,15,12,15,769,373,59,94,195,48,"17","031","825000","1","8250001"
"Block Group 2",1391,294,721,281,1,79,0,3,12,621,181,53,387,85,46,2,10,1,0,0,26,46,47,36,26,13,13,13,41,84,57,50,70,61,52,43,13,16,16,13,8,6,5,5,46,37,30,24,20,"17","031","825000","2","Block Group 2",4,8,40,64,54,54,48,61,51,34,19,18,6,9,8,10,7,5,621,192,40,81,251,57,"17","031","825000","2","8250002"
"Block Group 3",1626,202,1300,25,0,61,0,5,33,574,410,133,31,16,2,0,4,0,0,0,10,65,45,68,42,21,8,6,34,39,53,45,63,68,67,56,19,26,11,21,13,18,13,5,47,46,53,38,20,"17","031","825000","3","Block Group 3",8,7,31,48,42,61,52,66,66,67,16,31,19,21,24,20,21,16,574,336,32,71,110,25,"17","031","825000","3","8250003"
"Block Group 1",666,174,427,40,4,13,0,0,8,224,182,30,12,16,0,0,8,0,0,0,8,39,20,34,11,7,4,2,14,37,37,25,21,22,20,23,3,10,5,3,5,4,1,1,22,20,25,15,3,"17","031","825200","1","Block Group 1",5,1,15,28,28,24,20,25,25,18,7,7,6,6,11,3,1,3,224,133,16,28,38,9,"17","031","825200","1","8252001"
"Block Group 2",1343,477,626,141,5,69,0,3,22,434,345,75,14,15,2,0,5,2,0,0,6,44,53,46,24,22,14,2,24,45,62,54,57,39,49,38,15,21,9,15,15,8,3,5,47,61,48,38,14,"17","031","825200","2","Block Group 2",6,3,19,40,53,59,50,45,41,47,21,19,17,12,25,4,5,5,434,278,23,56,62,15,"17","031","825200","2","8252002"
"Block Group 1",1936,254,1543,45,5,76,0,0,13,760,404,138,218,33,20,1,3,2,3,0,4,60,59,64,48,27,12,13,29,63,87,56,63,85,87,67,22,26,6,29,22,13,10,12,65,40,68,45,19,"17","031","825302","1","Block Group 1",8,10,38,76,55,81,60,76,78,75,23,32,15,21,21,25,19,26,760,366,54,76,229,35,"17","031","825302","1","8253021"
"Block Group 2",2003,119,1470,344,2,60,0,0,8,841,393,111,337,51,32,1,9,2,1,0,6,63,57,58,35,19,8,8,40,73,81,92,55,62,77,64,21,28,19,32,26,9,8,12,79,48,56,44,17,"17","031","825302","2","Block Group 2",9,13,44,103,90,68,58,73,94,66,25,39,23,28,33,9,20,17,841,366,51,112,248,64,"17","031","825302","2","8253022"
"Block Group 3",2338,335,1817,49,1,92,0,0,44,757,567,142,48,22,3,0,10,3,0,0,6,86,84,96,61,37,12,11,31,68,77,74,96,114,74,72,22,33,17,34,21,12,12,4,70,85,92,66,39,"17","031","825302","3","Block Group 3",12,16,48,74,73,87,98,108,68,75,25,36,15,31,27,20,19,6,757,520,32,67,115,23,"17","031","825302","3","8253023"
"Block Group 1",1501,215,1116,104,6,45,1,0,14,713,272,59,382,68,50,1,6,1,2,0,8,49,35,23,22,14,11,10,39,95,80,45,42,43,35,42,17,14,17,17,14,16,14,16,51,43,39,24,9,"17","031","825303","1","Block Group 1",3,11,40,90,59,43,37,41,48,44,21,24,23,16,23,29,29,44,713,230,31,87,304,61,"17","031","825303","1","8253031"
"Block Group 2",1010,53,949,3,1,0,0,1,3,360,259,82,19,8,1,0,4,0,0,0,3,35,34,36,28,16,7,4,17,30,49,35,25,38,45,39,14,9,7,7,18,0,8,5,40,34,34,22,11,"17","031","825303","2","Block Group 2",3,3,16,35,48,34,29,36,43,32,7,12,6,13,11,12,10,13,360,222,15,38,76,9,"17","031","825303","2","8253032"
"Block Group 3",668,26,614,12,1,5,0,1,9,258,178,51,29,8,4,0,1,1,0,0,2,26,33,21,15,5,4,4,8,21,25,30,21,23,20,31,7,6,7,6,10,9,5,4,13,16,27,9,11,"17","031","825303","3","Block Group 3",0,1,10,20,27,21,30,28,28,24,6,8,6,9,6,9,12,6,258,141,16,31,61,9,"17","031","825303","3","8253033"
"Block Group 4",693,44,609,11,3,10,0,0,16,320,149,44,127,33,12,1,14,1,0,0,5,25,24,14,11,2,8,4,14,42,26,23,25,20,21,21,11,5,2,7,11,9,7,5,21,22,11,13,8,"17","031","825303","4","Block Group 4",3,7,26,33,27,25,18,24,21,26,9,12,6,5,11,8,8,12,320,123,12,40,118,27,"17","031","825303","4","8253034"
"Block Group 1",2013,186,1583,92,0,127,0,2,23,862,432,192,238,54,25,0,15,4,2,0,8,63,45,77,46,27,19,8,37,94,72,52,34,69,78,57,24,23,13,20,22,23,22,17,51,40,77,48,34,"17","031","825304","1","Block Group 1",12,8,44,100,62,42,56,91,77,74,28,28,25,31,31,33,46,33,862,372,28,108,309,45,"17","031","825304","1","8253041"
"Block Group 2",2043,122,1846,25,0,24,0,5,21,715,486,198,31,16,2,0,6,0,1,0,7,55,62,60,56,20,13,10,28,57,48,53,63,88,94,75,25,43,28,24,28,25,16,12,42,69,77,47,36,"17","031","825304","2","Block Group 2",21,10,32,49,62,55,74,90,98,80,38,43,17,19,29,29,28,15,715,456,34,77,122,26,"17","031","825304","2","8253042"
"Block Group 1",1652,107,1487,29,0,15,0,0,14,592,418,115,59,20,3,0,10,1,0,0,6,42,50,69,39,25,10,2,31,57,51,51,55,71,71,80,26,41,16,9,26,8,1,7,53,44,49,31,13,"17","031","825400","1","Block Group 1",3,5,32,58,53,45,60,77,69,68,34,40,13,18,14,17,8,10,592,371,24,59,106,32,"17","031","825400","1","8254001"
"Block Group 2",2393,122,2132,72,3,49,2,0,13,1038,617,219,202,53,9,0,32,2,0,0,10,80,53,74,41,34,7,12,52,102,97,86,72,93,85,76,28,29,16,26,24,29,18,30,70,54,73,41,10,"17","031","825400","2","Block Group 2",12,11,35,111,98,73,85,92,103,81,37,36,32,27,38,40,41,29,1038,465,49,117,345,62,"17","031","825400","2","8254002"
"Block Group 3",1374,78,1092,141,3,43,1,0,16,757,337,82,338,71,55,0,7,3,4,0,2,29,24,28,9,9,5,4,20,64,49,43,33,49,40,52,18,19,8,11,20,18,23,12,40,26,25,14,9,"17","031","825400","3","Block Group 3",4,5,25,74,42,38,36,50,65,49,19,31,16,29,36,33,45,76,757,212,18,50,420,57,"17","031","825400","3","8254003"
"Block Group 1",784,24,135,600,1,10,0,0,14,378,134,24,220,13,5,2,1,0,1,0,4,18,23,27,18,8,5,4,18,23,12,16,19,16,23,16,5,11,10,10,17,15,9,8,18,13,26,15,11,"17","031","825501","1","Block Group 1",6,3,11,14,18,22,14,23,30,27,9,14,17,22,26,26,26,62,378,103,10,45,214,6,"17","031","825501","1","8255011"
"Block Group 2",2561,45,304,2146,2,23,0,1,40,910,534,73,303,83,41,0,25,1,0,0,16,58,90,103,71,41,20,16,48,54,45,53,58,67,67,82,24,39,16,27,33,13,21,49,78,87,108,83,51,"17","031","825501","2","Block Group 2",20,16,42,75,60,90,71,85,129,89,45,47,31,37,29,30,37,126,910,339,45,221,283,22,"17","031","825501","2","8255012"
"Block Group 3",2238,129,163,1882,12,7,0,9,36,685,477,69,139,52,14,0,10,0,1,0,27,76,99,120,92,54,16,19,28,57,53,66,55,58,81,60,15,27,14,12,23,7,4,7,81,72,111,78,43,"17","031","825501","3","Block Group 3",21,14,40,66,58,90,92,87,99,79,32,30,14,20,22,24,12,10,685,273,46,240,110,16,"17","031","825501","3","8255013"
"Block Group 1",852,22,90,713,1,4,0,0,22,346,221,35,90,30,4,0,10,1,1,0,14,29,41,25,16,17,6,2,13,27,31,22,23,22,22,29,6,15,6,6,9,9,4,1,28,26,39,23,10,"17","031","825503","1","Block Group 1",8,3,11,37,39,46,29,24,39,31,12,17,7,19,13,6,2,2,346,99,22,93,119,13,"17","031","825503","1","8255031"
"Block Group 2",1139,39,78,999,1,0,0,0,22,384,290,37,57,35,3,0,9,0,0,0,23,39,38,37,38,21,6,7,18,35,29,34,27,39,39,36,8,14,6,10,15,5,2,4,37,38,49,43,20,"17","031","825503","2","Block Group 2",9,6,16,29,39,41,40,57,53,45,16,20,17,18,12,7,10,10,384,139,18,136,72,19,"17","031","825503","2","8255032"
"Block Group 3",1191,68,498,594,1,7,0,1,22,453,267,82,104,28,0,0,11,2,2,0,13,42,41,44,41,18,6,8,17,22,33,44,26,32,45,37,9,25,9,5,25,13,10,11,33,38,42,27,13,"17","031","825503","3","Block Group 3",7,6,17,38,46,46,49,44,52,35,10,17,10,23,21,25,14,15,453,209,25,79,125,15,"17","031","825503","3","8255033"
"Block Group 4",1522,28,42,1433,0,2,0,2,15,567,455,64,48,45,0,0,19,1,1,0,24,39,39,50,35,23,10,6,25,36,36,42,32,50,57,62,20,25,15,25,34,19,10,4,34,39,63,37,15,"17","031","825503","4","Block Group 4",14,10,16,28,40,54,45,59,60,86,31,44,27,37,28,31,11,19,567,258,25,137,132,15,"17","031","825503","4","8255034"
"Block Group 5",1904,97,438,1309,2,21,0,6,31,616,500,80,36,22,1,0,5,4,0,0,12,50,75,82,68,29,17,11,28,38,31,49,61,70,73,65,23,29,9,29,18,14,17,6,51,45,95,66,42,"17","031","825503","5","Block Group 5",16,11,32,36,47,59,76,90,81,88,23,42,16,25,22,14,27,8,616,376,30,124,79,7,"17","031","825503","5","8255035"
"Block Group 1",1817,61,109,1606,7,15,1,1,17,573,419,52,102,53,10,1,19,3,0,0,20,56,76,87,65,26,15,14,32,54,51,44,51,42,52,44,23,22,18,18,20,9,4,3,65,84,88,60,28,"17","031","825504","1","Block Group 1",14,12,14,50,62,75,67,59,86,65,25,47,13,26,23,10,4,14,573,262,29,176,93,13,"17","031","825504","1","8255041"
"Block Group 2",1917,89,120,1639,4,27,0,4,34,683,310,40,333,34,12,0,8,3,2,0,9,63,61,76,55,37,15,17,39,53,58,49,58,52,63,50,24,29,14,22,24,8,8,5,69,79,66,70,34,"17","031","825504","2","Block Group 2",6,15,39,71,51,61,94,72,86,84,29,26,11,19,23,10,12,10,683,230,54,213,151,35,"17","031","825504","2","8255042"
"Block Group 1",1513,54,253,1158,1,29,0,0,18,465,373,39,53,40,3,0,16,1,2,0,18,37,43,56,39,11,11,7,23,36,38,37,58,65,59,40,11,28,9,15,18,16,9,10,50,52,69,30,21,"17","031","825505","1","Block Group 1",9,10,23,31,49,50,66,68,74,53,16,28,12,18,30,28,18,32,465,243,26,100,87,9,"17","031","825505","1","8255051"
"Block Group 2",1026,25,121,862,5,0,0,0,13,322,257,33,32,29,4,0,7,1,1,0,16,23,39,40,38,18,9,6,11,17,19,22,26,46,29,37,6,17,10,9,19,13,9,4,30,36,50,28,18,"17","031","825505","2","Block Group 2",9,10,23,43,24,28,32,53,44,30,17,18,12,11,13,13,7,10,322,166,20,79,46,11,"17","031","825505","2","8255052"
"Block Group 3",1227,11,52,1145,2,3,0,0,14,386,310,45,31,22,1,0,11,1,0,0,9,32,48,51,42,17,5,3,16,31,24,38,30,39,45,42,13,21,11,12,16,19,5,1,24,40,60,40,14,"17","031","825505","3","Block Group 3",10,8,27,35,28,40,43,49,52,55,33,28,15,14,19,12,8,12,386,216,20,85,53,12,"17","031","825505","3","8255053"
"Block Group 4",1759,35,139,1521,1,34,0,0,29,605,437,47,121,34,6,0,17,0,0,0,11,52,75,62,60,24,10,15,27,47,57,57,59,45,57,49,16,20,13,12,16,10,6,0,60,74,91,54,16,"17","031","825505","4","Block Group 4",8,7,27,56,72,69,82,71,73,82,30,33,13,13,15,8,7,9,605,248,46,159,131,21,"17","031","825505","4","8255054"
"Block Group 1",1576,24,19,1499,0,7,0,0,27,493,241,93,159,42,11,1,8,2,0,0,20,56,67,73,46,26,12,11,37,37,41,34,34,47,49,29,22,18,18,21,21,13,13,3,53,71,74,45,24,"17","031","825600","1","Block Group 1",2,13,27,51,48,47,44,56,56,48,16,29,21,36,34,26,9,18,493,162,35,194,86,16,"17","031","825600","1","8256001"
"Block Group 2",1910,73,167,1603,6,18,0,7,36,606,345,76,185,59,10,0,11,0,0,0,38,70,85,100,65,36,19,11,43,47,51,61,41,46,45,38,17,22,9,24,24,20,13,2,55,80,77,64,31,"17","031","825600","2","Block Group 2",15,13,29,57,72,75,66,72,64,69,17,47,19,22,41,18,9,9,606,205,49,222,107,23,"17","031","825600","2","8256002"
"Block Group 3",1446,124,246,1016,1,20,0,8,31,435,264,60,111,45,9,0,8,2,2,0,24,55,53,63,36,36,13,14,24,41,36,48,40,43,36,47,7,17,5,11,19,12,8,8,66,50,60,45,33,"17","031","825600","3","Block Group 3",14,9,21,49,43,59,51,49,63,41,13,17,12,21,16,18,13,11,435,185,28,140,65,17,"17","031","825600","3","8256003"
"Block Group 4",695,97,282,276,1,22,5,0,12,244,149,53,42,23,0,0,3,2,0,0,18,18,26,32,19,14,3,2,5,23,30,25,22,27,17,29,6,10,5,3,8,6,8,7,26,25,29,19,7,"17","031","825600","4","Block Group 4",6,4,13,22,21,22,19,20,33,24,6,7,4,15,10,9,5,4,244,108,21,41,60,14,"17","031","825600","4","8256004"
"Block Group 1",763,310,326,111,2,5,0,3,6,278,118,85,75,42,14,3,4,0,2,0,19,27,25,36,20,11,2,5,12,30,23,24,29,33,37,18,5,14,9,7,8,10,4,1,27,29,35,18,3,"17","031","825700","1","Block Group 1",8,6,13,21,26,26,27,19,26,17,8,17,5,9,5,12,5,11,278,107,30,47,79,15,"17","031","825700","1","8257001"
"Block Group 2",2160,327,300,1486,5,12,0,3,27,694,361,82,251,39,14,0,14,2,0,0,9,69,63,75,53,41,14,7,36,57,57,64,84,104,96,72,19,24,24,21,19,14,7,5,77,72,74,47,29,"17","031","825700","2","Block Group 2",16,13,34,73,69,102,84,97,111,73,20,34,11,24,32,18,11,14,694,220,51,225,169,29,"17","031","825700","2","8257002"
"Block Group 3",1283,168,103,990,8,4,0,4,6,459,245,50,164,32,10,1,5,1,1,0,14,38,47,59,43,27,10,5,35,29,41,38,29,43,45,39,10,21,5,14,15,8,8,4,40,31,55,41,17,"17","031","825700","3","Block Group 3",13,12,20,31,45,44,47,59,73,51,9,28,6,9,16,9,11,3,459,168,26,123,119,23,"17","031","825700","3","8257003"
"Block Group 1",734,28,183,507,2,5,0,1,8,427,64,209,154,24,9,0,4,0,3,0,8,19,13,19,7,5,5,3,7,16,9,12,12,26,34,34,12,24,14,17,21,15,14,5,9,13,12,16,11,"17","031","825801","1","Block Group 1",4,2,11,13,7,21,19,29,26,45,25,20,19,11,35,15,7,21,427,60,30,79,236,22,"17","031","825801","1","8258011"
"Block Group 2",1648,44,89,1500,2,1,0,0,12,559,306,43,210,70,43,0,12,0,0,0,15,63,59,75,62,35,10,16,35,49,37,49,54,43,48,35,13,21,7,14,9,9,2,2,66,50,68,54,37,"17","031","825801","2","Block Group 2",19,19,30,48,54,61,65,86,60,54,23,26,18,13,22,11,7,10,559,156,46,222,119,16,"17","031","825801","2","8258012"
"Block Group 3",1168,10,16,1129,2,0,0,0,11,494,40,4,450,146,84,2,6,0,2,0,52,57,57,43,15,20,6,10,27,34,33,43,32,32,22,27,9,11,5,10,7,10,3,2,51,51,45,27,13,"17","031","825801","3","Block Group 3",12,11,35,67,66,55,56,41,30,38,8,15,6,7,8,5,5,1,494,80,30,201,155,28,"17","031","825801","3","8258013"
"Block Group 1",1814,54,81,1653,0,2,0,6,18,683,313,46,324,145,80,5,23,0,1,0,36,66,58,74,59,33,19,9,28,55,46,52,43,72,72,45,14,16,7,10,19,17,5,8,47,61,60,53,30,"17","031","825802","1","Block Group 1",11,17,36,63,56,78,70,84,80,90,13,28,15,11,32,20,17,15,683,185,51,235,183,29,"17","031","825802","1","8258021"
"Block Group 2",1797,107,91,1583,6,3,0,0,7,634,315,51,268,74,30,0,15,2,1,0,26,66,70,81,50,38,12,15,26,41,53,44,59,52,59,59,13,16,7,14,16,12,12,8,49,66,77,53,27,"17","031","825802","2","Block Group 2",13,12,32,49,67,81,67,73,98,65,18,21,9,19,26,19,19,14,634,217,36,212,146,23,"17","031","825802","2","8258022"
"Block Group 3",2239,519,154,1531,0,5,0,2,28,684,516,109,59,33,4,0,12,0,1,0,16,59,76,113,72,34,20,14,50,48,50,76,77,76,83,74,27,23,17,12,17,12,9,7,84,74,78,88,32,"17","031","825802","3","Block Group 3",15,16,47,63,54,85,101,101,96,91,23,38,10,23,29,15,10,20,684,368,43,146,110,17,"17","031","825802","3","8258023"
"Block Group 1",1477,85,193,1179,1,6,2,1,10,634,291,92,251,31,4,0,16,0,0,0,11,31,43,50,38,17,12,11,24,27,22,26,56,54,42,31,14,14,11,24,26,21,22,23,29,53,44,41,18,"17","031","825803","1","Block Group 1",9,9,17,40,36,44,62,56,57,43,14,22,26,34,54,53,43,34,634,203,32,115,268,16,"17","031","825803","1","8258031"
"Block Group 2",789,152,88,532,3,0,0,2,12,256,187,48,21,11,0,0,6,0,1,0,4,29,23,38,26,11,7,4,7,24,21,22,15,34,24,29,9,10,6,9,7,9,4,6,18,29,28,18,14,"17","031","825803","2","Block Group 2",3,5,16,33,14,24,29,37,39,30,6,14,9,6,17,7,11,8,256,138,13,60,43,2,"17","031","825803","2","8258032"
"Block Group 3",1105,274,161,658,4,4,0,1,3,353,250,80,23,16,0,0,12,1,0,0,3,33,32,48,35,24,11,12,19,30,25,24,31,47,38,43,13,15,7,11,16,10,7,7,40,35,44,25,8,"17","031","825803","3","Block Group 3",9,9,22,27,28,42,43,44,43,42,20,10,8,10,25,8,12,13,353,193,22,73,57,8,"17","031","825803","3","8258033"
"Block Group 4",1175,48,47,1074,1,0,0,0,5,493,179,21,293,37,22,0,8,1,0,0,6,41,38,47,36,15,10,12,18,35,32,46,31,40,38,27,8,15,5,5,8,3,3,8,42,37,30,30,18,"17","031","825803","4","Block Group 4",13,13,33,40,25,47,51,64,65,48,12,23,9,16,17,12,3,6,493,121,37,145,169,21,"17","031","825803","4","8258034"
"Block Group 5",1265,17,29,1193,1,11,0,1,13,582,33,13,536,61,53,3,0,0,0,0,5,59,48,50,32,22,10,5,21,30,30,43,22,38,36,16,12,9,3,7,12,10,5,6,52,43,49,41,12,"17","031","825803","5","Block Group 5",12,14,23,74,67,71,55,61,45,36,15,17,7,11,13,13,3,5,582,91,26,226,222,17,"17","031","825803","5","8258035"
"Block Group 1",1144,258,129,730,8,12,0,0,7,362,157,52,153,60,22,2,14,4,0,0,18,42,45,55,40,15,11,7,26,27,29,39,35,34,28,27,6,6,3,9,10,10,0,2,53,55,63,30,18,"17","031","825900","1","Block Group 1",12,12,18,37,46,51,37,49,35,31,17,15,4,13,20,10,9,3,362,112,32,138,66,14,"17","031","825900","1","8259001"
"Block Group 2",1076,307,186,554,2,7,0,0,20,383,195,85,103,46,16,4,7,1,0,0,18,43,43,49,37,16,2,10,27,38,36,27,36,31,41,24,7,13,7,6,9,9,10,5,41,29,57,25,8,"17","031","825900","2","Block Group 2",2,5,24,25,40,39,40,41,43,34,9,12,5,13,15,12,19,12,383,134,31,91,115,12,"17","031","825900","2","8259002"
"Block Group 3",1154,265,219,636,2,0,0,2,30,362,191,76,95,42,6,2,19,0,0,0,15,36,30,52,43,27,13,6,28,39,28,43,35,40,31,28,8,13,8,10,10,7,11,8,42,35,55,39,17,"17","031","825900","3","Block Group 3",10,13,18,27,44,50,42,42,37,33,14,14,3,8,13,18,18,8,362,159,27,98,63,15,"17","031","825900","3","8259003"
"Block Group 1",910,223,92,562,0,3,0,4,26,314,86,31,197,60,11,2,7,1,0,0,39,45,42,46,28,23,14,7,13,36,30,33,29,35,23,19,6,7,5,5,6,3,4,0,33,49,40,23,17,"17","031","826000","1","Block Group 1",6,8,24,29,49,35,30,28,22,23,8,10,1,3,4,5,3,1,314,82,27,90,93,22,"17","031","826000","1","8260001"
"Block Group 2",1285,327,142,790,5,7,4,0,10,384,118,48,218,87,19,1,15,6,1,0,45,69,57,76,39,35,4,10,39,49,33,21,37,35,28,33,9,11,1,8,6,5,5,4,56,63,64,35,24,"17","031","826000","2","Block Group 2",5,12,36,52,57,36,48,44,48,34,10,11,8,4,7,10,3,4,384,117,40,132,82,13,"17","031","826000","2","8260002"
"Block Group 3",1139,356,118,635,0,0,1,4,25,372,130,42,200,83,39,2,13,2,1,0,26,50,64,48,43,25,10,4,15,46,36,36,39,31,32,26,7,7,5,9,7,5,3,1,58,41,45,45,14,"17","031","826000","3","Block Group 3",9,9,23,47,48,48,31,37,49,22,8,13,3,5,7,12,7,9,372,120,43,111,82,16,"17","031","826000","3","8260003"
"Block Group 1",1192,230,134,796,1,4,0,1,26,390,136,45,209,99,28,0,14,4,1,0,52,51,63,52,35,20,9,8,27,35,35,45,42,27,32,21,9,8,4,6,10,1,1,5,60,49,66,37,23,"17","031","826100","1","Block Group 1",11,6,32,44,56,58,49,36,31,34,11,13,1,8,5,3,5,8,390,117,27,134,95,17,"17","031","826100","1","8261001"
"Block Group 2",827,168,289,356,0,1,0,0,13,285,181,76,28,23,0,1,12,1,2,0,7,31,36,46,31,10,8,2,16,17,18,27,36,28,30,28,12,14,6,9,8,3,11,10,17,19,38,24,11,"17","031","826100","2","Block Group 2",3,4,9,10,27,39,33,26,23,22,10,16,13,4,9,8,6,19,285,134,20,51,71,9,"17","031","826100","2","8261002"
"Block Group 3",1273,304,406,542,0,3,0,1,17,489,283,112,94,44,2,0,18,5,3,0,16,52,48,50,29,24,3,8,18,41,44,34,40,45,47,36,17,20,7,10,9,14,14,6,35,39,40,30,14,"17","031","826100","3","Block Group 3",9,7,19,36,37,32,51,51,58,38,23,20,11,14,18,19,26,30,489,174,36,88,170,21,"17","031","826100","3","8261003"
"Block Group 4",865,218,149,489,1,4,0,0,4,284,161,56,67,52,13,0,10,1,1,0,27,27,38,46,29,16,5,7,15,21,27,35,25,31,26,17,6,7,5,4,5,6,7,4,38,35,41,30,21,"17","031","826100","4","Block Group 4",4,8,10,24,28,39,40,32,28,21,10,10,3,4,12,3,4,11,284,107,16,79,78,4,"17","031","826100","4","8261004"
"Block Group 5",1034,296,146,571,8,4,0,1,8,326,131,41,154,56,10,0,6,2,3,0,35,37,44,62,33,16,14,8,20,34,37,37,39,32,26,22,9,9,3,4,7,4,1,6,46,55,50,33,17,"17","031","826100","5","Block Group 5",9,7,24,31,39,46,30,27,34,30,10,7,3,7,6,5,6,8,326,104,32,99,78,13,"17","031","826100","5","8261005"
"Block Group 6",1223,309,244,651,0,1,0,1,17,429,190,73,166,57,23,2,6,5,2,0,19,44,39,56,27,22,9,6,23,36,39,41,57,41,33,31,7,11,6,6,8,9,13,5,43,64,55,44,16,"17","031","826100","6","Block Group 6",6,10,20,39,45,51,52,31,42,30,13,14,14,8,19,13,12,13,429,148,37,118,112,14,"17","031","826100","6","8261006"
